path,split
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180206_164104_f000205_fc00454242_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180207_145838_f000188_fc00117036_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180207_161131_f000575_fc00299064_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180208_101411_f000598_fc00025977_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180208_115926_f000476_fc00286827_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180208_132614_f000714_fc00502944_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180209_094531_f000000_fc00173160_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180209_123406_f000330_fc00592476_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180209_123907_f000770_fc00606240_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180424_113434_f000770_fc00325389_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180429_104416_f000000_fc00167049_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180429_120240_f000226_fc00362253_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180429_125949_f000665_fc00505386_4d87dc.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180429_130049_f000240_fc00506604_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180429_151129_f000630_fc00100326_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180503_112651_f000218_fc00433230_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180508_090329_f000110_fc00149790_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180508_091231_f000660_fc00173883_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180508_095343_f000330_fc00275139_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180516_092605_f000550_fc00111918_4d87dc.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180516_105815_f000770_fc00341295_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180527_105343_f000599_fc00128811_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180528_122531_f000451_fc00339735_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180528_125540_f000000_fc00413193_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180528_151518_f000433_fc00071880_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180528_153223_f000202_fc00113583_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180531_134343_f000110_fc00109965_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180531_141151_f000770_fc00181773_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20180531_144902_f000770_fc00274053_4d87dc.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181203_205138_023_f001682_fc00067001.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181203_205138_023_f002522_fc00067841.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181203_205138_024_f000422_fc00068534.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_008_f000002_fc00026537.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_010_f002521_fc00034616.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_011_f000211_fc00035078.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_011_f000421_fc00035288.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_011_f000631_fc00035498.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_014_f001050_fc00044270.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_016_f002101_fc00050888.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_022_f001682_fc00067160.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_040_f002521_fc00118106.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_044_f000632_fc00127364.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_048_f001681_fc00139562.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_162128_062_f000631_fc00177491.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_190400_010_f000000_fc00028676.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_190400_012_f001890_fc00036119.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_230019_040_f001470_fc00114611.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181205_230019_044_f002731_fc00127022.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181207_224521_010_f000422_fc00030230.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181207_224521_010_f002522_fc00032330.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181207_224521_012_f001262_fc00036644.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_084414_036_f001051_fc00102053.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_084414_045_f000210_fc00126296.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_084414_045_f000630_fc00126716.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_084414_045_f002100_fc00128186.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_084414_045_f002310_fc00128396.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_084414_118_f002310_fc00331718.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_131607_162_f000001_fc00455489.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_182551_022_f001472_fc00099812.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_182551_024_f001472_fc00105383.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_182551_040_f002101_fc00150512.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_182551_120_f002311_fc00373574.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181211_222251_014_f002101_fc00042605.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181212_185730_004_f001050_fc00013505.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181212_185730_004_f001260_fc00013715.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181212_185730_008_f000841_fc00024437.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181212_234946_014_f000002_fc00041351.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181213_091751_022_f000840_fc00063836.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_008_f000001_fc00023909.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_008_f000631_fc00024539.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_008_f001471_fc00025379.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_008_f001891_fc00025799.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_051_f001681_fc00145289.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_051_f002521_fc00146129.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_060_f001681_fc00170393.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_060_f002311_fc00171023.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_061_f001470_fc00172967.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181215_060751_072_f000420_fc00202529.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_000620_020_f000002_fc00065735.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_000620_020_f000842_fc00066575.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_013146_025_f002102_fc00073247.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_013146_025_f002312_fc00073457.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_013146_048_f001472_fc00136640.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_013146_093_f002311_fc00262886.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_013146_093_f002521_fc00263096.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_044840_014_f001051_fc00041642.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_044840_016_f002730_fc00048875.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_044840_025_f002102_fc00073295.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_044840_037_f002732_fc00107324.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181217_072903_003_f001471_fc00012569.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181218_004417_009_f000840_fc00027938.png,eval
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181218_004417_014_f001050_fc00042083.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181218_004417_014_f001260_fc00042293.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181218_062110_010_f001681_fc00032540.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181218_070132_019_f000002_fc00064613.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181219_021546_041_f000840_fc00117359.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181219_051903_023_f002102_fc00069647.png,train
/shares/CC_v_Val_FV_Gen3_all/SemsegCrosswalkRestrictedArea/train_rgb/images/DS-JP_708_20181219_051903_023_f002312_fc00069857.png,train
